0	22	True
0	54	True
0	84	True
0	154	True
0	322	True
0	366	True
0	433	True
0	482	True
0	574	True
0	640	True
0	641	True
0	643	True
0	663	True
0	1244	True
0	1434	True
1	0	True
1	17	True
1	23	True
1	28	True
1	51	True
1	54	True
1	98	True
1	143	True
1	153	True
1	154	True
1	158	True
1	171	True
1	179	True
1	203	True
1	237	True
1	247	True
1	322	True
1	331	True
1	362	True
1	388	True
1	390	True
1	430	True
1	445	True
1	476	True
1	482	True
1	494	True
1	543	True
1	546	True
1	560	True
1	562	True
1	563	True
1	565	True
1	571	True
1	622	True
1	640	True
1	641	True
1	643	True
1	649	True
1	663	True
1	668	True
1	686	True
1	753	True
1	755	True
4	513	True
4	719	True
4	1436	True
5	736	True
7	39	True
7	54	True
7	179	True
7	240	True
7	263	True
7	266	True
7	277	True
7	386	True
7	392	True
7	511	True
7	563	True
7	566	True
7	571	True
7	573	True
7	590	True
7	595	True
7	603	True
7	633	True
7	753	True
8	54	True
8	144	True
8	154	True
8	209	True
8	640	True
8	740	True
8	755	True
8	995	True
9	54	True
9	71	True
9	154	True
9	300	True
9	460	True
9	471	True
9	476	True
9	534	True
9	574	True
9	640	True
9	643	True
9	686	True
9	755	True
9	1062	True
10	1054	True
11	95	True
11	154	True
11	563	True
12	54	True
12	71	True
12	98	True
12	143	True
12	149	True
12	154	True
12	179	True
12	296	True
12	322	True
12	439	True
12	479	True
12	565	True
12	640	True
12	641	True
12	728	True
13	54	True
13	71	True
13	98	True
13	117	True
13	118	True
13	143	True
13	149	True
13	153	True
13	154	True
13	179	True
13	186	True
13	188	True
13	296	True
13	300	True
13	311	True
13	322	True
13	346	True
13	386	True
13	393	True
13	404	True
13	433	True
13	440	True
13	453	True
13	459	True
13	479	True
13	482	True
13	491	True
13	492	True
13	494	True
13	534	True
13	546	True
13	562	True
13	569	True
13	576	True
13	590	True
13	633	True
13	640	True
13	641	True
13	643	True
13	649	True
13	668	True
13	675	True
13	686	True
13	725	True
13	728	True
13	755	True
13	797	True
13	817	True
13	884	True
13	931	True
13	1040	True
13	1050	True
13	1085	True
13	1151	True
13	1178	True
13	1316	True
13	1324	True
13	1336	True
13	1436	True
13	1460	True
13	1477	True
13	1478	True
14	12	True
14	26	True
14	28	True
14	39	True
14	54	True
14	64	True
14	71	True
14	84	True
14	114	True
14	117	True
14	129	True
14	153	True
14	154	True
14	155	True
14	161	True
14	180	True
14	188	True
14	209	True
14	232	True
14	247	True
14	258	True
14	263	True
14	281	True
14	313	True
14	322	True
14	350	True
14	388	True
14	390	True
14	440	True
14	448	True
14	479	True
14	480	True
14	491	True
14	494	True
14	513	True
14	543	True
14	546	True
14	560	True
14	563	True
14	590	True
14	608	True
14	622	True
14	639	True
14	640	True
14	641	True
14	649	True
14	663	True
14	686	True
14	698	True
14	702	True
14	728	True
14	735	True
14	753	True
14	1020	True
15	30	True
15	71	True
15	117	True
15	179	True
15	201	True
15	300	True
15	373	True
15	467	True
15	492	True
15	534	True
15	546	True
15	562	True
15	565	True
15	569	True
15	578	True
15	633	True
15	643	True
15	668	True
15	728	True
15	740	True
15	755	True
15	1050	True
15	1178	True
15	1244	True
15	1359	True
16	740	True
17	15	True
17	22	True
17	54	True
17	71	True
17	98	True
17	108	True
17	143	True
17	154	True
17	155	True
17	179	True
17	217	True
17	322	True
17	404	True
17	494	True
17	523	True
17	560	True
17	563	True
17	571	True
17	573	True
17	578	True
17	603	True
17	622	True
17	640	True
17	641	True
17	663	True
17	702	True
17	725	True
17	728	True
17	1230	True
18	143	True
18	744	True
18	978	True
19	54	True
19	88	True
19	153	True
19	154	True
19	179	True
19	322	True
19	563	True
19	590	True
19	640	True
19	663	True
19	676	True
19	692	True
19	1208	True
20	0	True
20	28	True
20	54	True
20	113	True
20	118	True
20	143	True
20	154	True
20	186	True
20	188	True
20	190	True
20	201	True
20	209	True
20	217	True
20	296	True
20	300	True
20	322	True
20	416	True
20	467	True
20	482	True
20	492	True
20	534	True
20	560	True
20	569	True
20	573	True
20	608	True
20	640	True
20	641	True
20	674	True
20	676	True
20	685	True
20	724	True
20	728	True
20	1050	True
20	1088	True
20	1152	True
20	1178	True
20	1190	True
20	1244	True
21	23	True
21	188	True
21	296	True
21	322	True
21	386	True
21	405	True
21	433	True
21	482	True
21	492	True
21	499	True
21	523	True
21	573	True
21	614	True
21	641	True
21	725	True
21	755	True
21	797	True
21	962	True
21	1436	True
22	23	True
22	26	True
22	54	True
22	101	True
22	106	True
22	153	True
22	154	True
22	169	True
22	179	True
22	390	True
22	401	True
22	433	True
22	494	True
22	534	True
22	562	True
22	569	True
22	574	True
22	608	True
22	609	True
22	622	True
22	640	True
22	641	True
22	643	True
22	676	True
22	736	True
22	740	True
22	797	True
22	989	True
22	1379	True
23	22	True
23	23	True
23	54	True
23	88	True
23	101	True
23	106	True
23	153	True
23	154	True
23	169	True
23	390	True
23	401	True
23	433	True
23	494	True
23	534	True
23	562	True
23	569	True
23	609	True
23	622	True
23	640	True
23	641	True
23	643	True
23	740	True
23	797	True
23	962	True
25	154	True
26	54	True
26	77	True
26	143	True
26	153	True
26	154	True
26	169	True
26	247	True
26	322	True
26	584	True
26	622	True
26	640	True
26	753	True
26	1478	True
27	113	True
27	154	True
27	209	True
27	340	True
27	433	True
27	451	True
27	452	True
27	640	True
27	740	True
27	1269	True
28	14	True
28	30	True
28	44	True
28	54	True
28	143	True
28	154	True
28	161	True
28	166	True
28	167	True
28	179	True
28	201	True
28	219	True
28	247	True
28	267	True
28	309	True
28	322	True
28	350	True
28	370	True
28	386	True
28	408	True
28	431	True
28	449	True
28	492	True
28	534	True
28	543	True
28	588	True
28	590	True
28	603	True
28	608	True
28	640	True
28	641	True
28	643	True
28	649	True
28	661	True
28	686	True
28	692	True
28	698	True
28	711	True
28	725	True
30	34	True
30	96	True
30	98	True
30	149	True
30	154	True
30	188	True
30	201	True
30	296	True
30	346	True
30	348	True
30	373	True
30	393	True
30	404	True
30	440	True
30	459	True
30	460	True
30	491	True
30	492	True
30	507	True
30	534	True
30	540	True
30	562	True
30	573	True
30	641	True
30	648	True
30	676	True
30	725	True
30	728	True
30	755	True
30	797	True
30	861	True
30	935	True
30	972	True
30	1062	True
30	1250	True
30	1462	True
31	154	True
31	543	True
31	563	True
31	1111	True
31	1436	True
32	1069	True
33	158	True
33	552	True
33	1027	True
34	54	True
34	153	True
34	296	True
34	441	True
34	640	True
34	728	True
35	54	True
35	154	True
35	188	True
35	296	True
35	482	True
35	640	True
35	686	True
35	728	True
35	978	True
37	376	True
39	7	True
39	12	True
39	30	True
39	34	True
39	38	True
39	54	True
39	71	True
39	74	True
39	75	True
39	77	True
39	84	True
39	88	True
39	98	True
39	101	True
39	123	True
39	143	True
39	154	True
39	171	True
39	179	True
39	188	True
39	190	True
39	201	True
39	209	True
39	223	True
39	226	True
39	228	True
39	247	True
39	263	True
39	277	True
39	287	True
39	296	True
39	362	True
39	373	True
39	386	True
39	388	True
39	393	True
39	398	True
39	401	True
39	404	True
39	416	True
39	433	True
39	448	True
39	453	True
39	459	True
39	460	True
39	464	True
39	482	True
39	488	True
39	491	True
39	494	True
39	507	True
39	513	True
39	516	True
39	518	True
39	523	True
39	534	True
39	546	True
39	559	True
39	565	True
39	569	True
39	571	True
39	573	True
39	576	True
39	590	True
39	608	True
39	611	True
39	614	True
39	622	True
39	633	True
39	636	True
39	640	True
39	641	True
39	643	True
39	648	True
39	649	True
39	663	True
39	674	True
39	686	True
39	687	True
39	692	True
39	711	True
39	717	True
39	725	True
39	728	True
39	753	True
39	755	True
39	1269	True
39	1436	True
40	430	True
40	453	True
40	511	True
40	624	True
40	668	True
40	686	True
41	54	True
41	71	True
41	84	True
41	149	True
41	154	True
41	322	True
41	362	True
41	590	True
41	640	True
41	1316	True
42	154	True
42	169	True
42	470	True
42	1436	True
44	543	True
44	563	True
44	716	True
45	34	True
45	54	True
45	74	True
45	82	True
45	84	True
45	98	True
45	114	True
45	139	True
45	143	True
45	149	True
45	154	True
45	158	True
45	171	True
45	179	True
45	208	True
45	217	True
45	228	True
45	296	True
45	300	True
45	322	True
45	346	True
45	362	True
45	401	True
45	404	True
45	433	True
45	442	True
45	452	True
45	471	True
45	479	True
45	488	True
45	491	True
45	492	True
45	494	True
45	513	True
45	518	True
45	534	True
45	546	True
45	562	True
45	569	True
45	584	True
45	590	True
45	614	True
45	640	True
45	641	True
45	663	True
45	686	True
45	725	True
45	728	True
45	740	True
45	755	True
45	935	True
45	1462	True
45	1477	True
46	728	True
52	54	True
52	445	True
54	13	True
54	15	True
54	17	True
54	20	True
54	21	True
54	22	True
54	23	True
54	26	True
54	30	True
54	34	True
54	38	True
54	74	True
54	84	True
54	88	True
54	98	True
54	117	True
54	143	True
54	149	True
54	153	True
54	154	True
54	155	True
54	158	True
54	166	True
54	171	True
54	179	True
54	186	True
54	188	True
54	190	True
54	201	True
54	217	True
54	228	True
54	267	True
54	287	True
54	296	True
54	300	True
54	322	True
54	346	True
54	362	True
54	370	True
54	373	True
54	386	True
54	390	True
54	398	True
54	404	True
54	416	True
54	433	True
54	440	True
54	445	True
54	453	True
54	459	True
54	460	True
54	466	True
54	471	True
54	479	True
54	482	True
54	491	True
54	492	True
54	494	True
54	534	True
54	546	True
54	560	True
54	562	True
54	565	True
54	569	True
54	576	True
54	578	True
54	584	True
54	590	True
54	608	True
54	614	True
54	622	True
54	633	True
54	639	True
54	640	True
54	641	True
54	643	True
54	649	True
54	663	True
54	668	True
54	674	True
54	675	True
54	686	True
54	711	True
54	725	True
54	726	True
54	753	True
54	755	True
55	13	True
55	15	True
55	17	True
55	20	True
55	21	True
55	22	True
55	23	True
55	26	True
55	30	True
55	34	True
55	38	True
55	54	True
55	74	True
55	84	True
55	88	True
55	98	True
55	117	True
55	143	True
55	149	True
55	153	True
55	154	True
55	155	True
55	158	True
55	166	True
55	171	True
55	179	True
55	186	True
55	188	True
55	190	True
55	201	True
55	217	True
55	228	True
55	267	True
55	287	True
55	296	True
55	300	True
55	322	True
55	346	True
55	362	True
55	370	True
55	373	True
55	386	True
55	390	True
55	398	True
55	404	True
55	416	True
55	433	True
55	440	True
55	445	True
55	453	True
55	459	True
55	460	True
55	466	True
55	471	True
55	479	True
55	482	True
55	491	True
55	492	True
55	494	True
55	534	True
55	546	True
55	560	True
55	562	True
55	565	True
55	569	True
55	576	True
55	578	True
55	584	True
55	590	True
55	608	True
55	614	True
55	622	True
55	633	True
55	639	True
55	640	True
55	641	True
55	643	True
55	649	True
55	663	True
55	668	True
55	674	True
55	675	True
55	686	True
55	711	True
55	725	True
55	726	True
55	753	True
55	755	True
57	219	True
57	586	True
57	1134	True
57	1436	True
63	169	True
63	740	True
63	978	True
64	26	True
65	247	True
65	357	True
67	0	True
67	54	True
67	114	True
67	153	True
67	154	True
67	155	True
67	171	True
67	204	True
67	274	True
67	296	True
67	322	True
67	404	True
67	479	True
67	494	True
67	555	True
67	563	True
67	578	True
67	620	True
67	640	True
67	686	True
67	962	True
67	989	True
67	1050	True
68	563	True
68	640	True
69	74	True
69	77	True
69	81	True
69	84	True
69	139	True
69	154	True
69	171	True
69	186	True
69	228	True
69	433	True
69	488	True
69	513	True
69	518	True
69	546	True
69	640	True
69	686	True
69	711	True
69	740	True
71	12	True
71	17	True
71	22	True
71	34	True
71	54	True
71	88	True
71	89	True
71	98	True
71	113	True
71	117	True
71	144	True
71	149	True
71	153	True
71	154	True
71	166	True
71	179	True
71	186	True
71	188	True
71	190	True
71	201	True
71	209	True
71	217	True
71	248	True
71	287	True
71	296	True
71	322	True
71	346	True
71	350	True
71	362	True
71	395	True
71	404	True
71	416	True
71	433	True
71	445	True
71	459	True
